id_publicacion,contenido,n_likes,id_emprendimiento
985,"El sábado pasado, Voces Libres organizó un taller en Santana de Quilichao para 50 jóvenes. Discutieron sobre derechos, inclusión y cómo liderar el cambio. Estas actividades fortalecen sus comunidades. Mira las fotos en Instagram y apóyanos en Guapi. #VocesLibres #DerechosHumanos #JuventudActiva",12,52
986,"El pasado fin de semana, Voces Libres reunió a 60 jóvenes en Santander de Quilichao para un taller intensivo sobre derechos humanos. Durante dos días, aprendieron sobre igualdad, no discriminación y liderazgo comunitario a través de dinámicas y charlas. Un grupo creó un plan para promover la equidad en su barrio. En Voces Libres, creemos que los jóvenes son clave para un Cauca más justo. Ver su entusiasmo fue inspirador. Mira el video en TikTok y únete a nuestra próxima capacitación en Balboa. ¡Alza tu voz! #VocesLibres #DerechosHumanos #Cauca #JusticiaSocial",15,52
987,"Voces Libres lleva dos años capacitando a jóvenes en el Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos formado a más de 500 personas en derechos humanos, equidad y resolución de conflictos. Nuestros talleres gratuitos crean espacios donde los jóvenes aprenden a defender sus derechos y los de otros. Este trabajo fomenta comunidades más inclusivas y pacíficas. Apóyanos compartiendo nuestro contenido en Instagram. ¡Próxima parada: Sucre! #VocesLibres #JuventudPorLaPaz #Cauca #Igualdad",16,52
988,"En Voces Libres, cada taller es una semilla de cambio. En nuestra reciente visita a Patía, 45 jóvenes participaron en un curso sobre derechos humanos. Una participante, Laura, compartió cómo ahora se siente capaz de liderar en su comunidad. Nuestras dinámicas, desde debates hasta proyectos grupales, les dan herramientas para actuar contra la injusticia. Estas acciones inspiran un futuro más equitativo. Mira los testimonios en TikTok y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #VocesLibres #JusticiaSocial #JuventudActiva #Cauca",17,52
989,¡Lidera en Popayán! Taller gratis. #VozYVoto,5,53
990,Sé un líder en Silvia. ¡Únete! #LiderazgoCiudadano,4,53
991,Capacitación en Totoró. #VozYVoto,6,53
992,Construye cambio en Cajibío. #CiudadaníaActiva,4,53
993,¡Gratis! Curso en Morales. #VozYVoto,5,53
994,Liderazgo en Patía. #ComunidadUnida,6,53
995,Taller ciudadano en Piendamó. #VozYVoto,4,53
996,"En Voz y Voto, capacitamos a ciudadanos de Popayán para liderar el cambio. Nuestros talleres fomentan la participación cívica. ¡Inscríbete! #VozYVoto #LiderazgoCiudadano #Cauca",8,53
997,¡Sé un líder en Silvia! Voz y Voto ofrece talleres gratuitos sobre liderazgo ciudadano. Alza tu voz y transforma tu comunidad. #VozYVoto #CiudadaníaActiva,9,53
998,"En Totoró, Voz y Voto empodera a ciudadanos con herramientas de liderazgo. Juntos, construimos un Cauca más justo. ¡Súmate! #VozYVoto #ComunidadUnida",7,53
999,"Este fin de semana, taller de liderazgo en Morales. Voz y Voto te invita a ser un agente de cambio. ¡Inscríbete ya! #VozYVoto #LiderazgoCiudadano",8,53
1000,"Voz y Voto capacita a ciudadanos del Cauca para liderar con propósito. En Popayán, nuestros talleres gratuitos enseñan participación cívica, resolución de conflictos y trabajo comunitario. Cada líder que formamos fortalece la democracia. ¡Únete a nuestra próxima sesión en Silvia! #VozYVoto #LiderazgoCiudadano #Cauca",12,53
1001,"En Totoró, Voz y Voto reunió a 40 ciudadanos para un taller de liderazgo. Aprendieron a organizar proyectos comunitarios y a defender sus derechos. Estas capacitaciones inspiran acción cívica. Mira las fotos en Instagram y ven a Cajibío. #VozYVoto #CiudadaníaActiva #ComunidadUnida",11,53
1002,"La ciudadanía activa transforma vidas. En Morales, Voz y Voto ofrece talleres que enseñan a liderar con equidad y justicia. Desde debates hasta planes de acción, empoderamos a las comunidades. Apóyanos en Facebook y únete a Patía. #VozYVoto #LiderazgoCiudadano #Cauca",13,53
1003,"En Piendamó, Voz y Voto capacita a ciudadanos para que sean líderes en sus comunidades. Nuestros talleres gratuitos promueven la participación y el trabajo en equipo. Cada voz cuenta para un futuro mejor. Síguenos en Instagram y participa en Puracé. #VozYVoto #ComunidadUnida #Ciudadanía",11,53
1004,"El sábado pasado, Voz y Voto organizó un taller en Santana de Quilichao para 50 ciudadanos. Discutieron cómo liderar proyectos que beneficien a sus barrios y crearon planes de acción. Estas iniciativas fortalecen el Cauca. Mira los detalles en Facebook y apóyanos en Guapi. #VozYVoto #LiderazgoCiudadano",12,53
1005,"El pasado fin de semana, Voz y Voto reunió a 60 ciudadanos en Santander de Quilichao para un taller de liderazgo ciudadano. Durante dos días, aprendieron sobre participación cívica, derechos y cómo organizar proyectos comunitarios. Un grupo diseñó una campaña para mejorar el acceso al agua en su barrio. En Voz y Voto, creemos que cada ciudadano puede liderar el cambio. Ver su compromiso fue inspirador. Mira el video en Instagram y únete a nuestra próxima capacitación en Balboa. ¡Sé la voz de tu comunidad! #VozYVoto #LiderazgoCiudadano #Cauca #ComunidadUnida",16,53
1006,"Voz y Voto lleva dos años empoderando ciudadanos en el Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos capacitado a más de 600 personas en liderazgo ciudadano, enseñándoles a alzar su voz y trabajar por la justicia social. Nuestros talleres gratuitos crean líderes que transforman sus comunidades. Este trabajo fortalece la democracia y la equidad. Apóyanos compartiendo nuestro contenido en Facebook. ¡Próxima parada: Sucre! #VozYVoto #CiudadaníaActiva #Cauca #Liderazgo",15,53
1007,"En Voz y Voto, cada taller es una oportunidad para el cambio. En nuestra reciente visita a Patía, 50 ciudadanos participaron en un curso sobre liderazgo y participación cívica. Una joven, Sofía, compartió su plan para educar a su comunidad sobre el voto informado. Nuestras dinámicas, desde debates hasta proyectos grupales, les dan herramientas para actuar. Estas acciones construyen un Cauca más justo. Mira los testimonios en Instagram y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #VozYVoto #ComunidadUnida #LiderazgoCiudadano #Cauca",17,53
1008,¡Salvemos los ríos de Popayán! #RíosVivos,6,54
1009,Limpieza de ríos en Silvia. ¡Únete! #AguaLimpia,5,54
1010,Taller ambiental en Totoró. #RíosVivos,7,54
1011,Protejamos Cajibío. #NoALaContaminación,5,54
1012,¡Gratis! Acción en Morales. #RíosVivos,6,54
1013,Cuidemos los ríos de Patía. #EcoCauca,7,54
1014,Ríos limpios en Piendamó. #RíosVivos,5,54
1015,"En Ríos Vivos, luchamos contra la contaminación de ríos en Popayán. Organizamos limpiezas y talleres para proteger el agua. ¡Súmate! #RíosVivos #AguaLimpia #Cauca",10,54
1016,¡Salvemos los ríos de Silvia! Ríos Vivos lidera campañas para limpiar y proteger nuestros ríos. Únete a la acción. #RíosVivos #NoALaContaminación,11,54
1017,"En Totoró, Ríos Vivos enseña cómo evitar la contaminación de ríos. Nuestras campañas unen comunidades por el agua limpia. #RíosVivos #EcoCauca",9,54
1018,"Este fin de semana, limpieza de ríos en Morales. Ríos Vivos te invita a proteger el agua. ¡Inscríbete ya! #RíosVivos #MedioAmbiente",10,54
1019,"Ríos Vivos protege los ríos del Cauca con campañas contra la contaminación. En Popayán, organizamos limpiezas comunitarias y talleres educativos para cuidar el agua, vital para nuestras comunidades. ¡Únete a nuestra próxima acción en Silvia y ayuda a salvar los ríos! #RíosVivos #AguaLimpia #Cauca",15,54
1020,"En Totoró, Ríos Vivos reunió a 50 voluntarios para limpiar un río local. Retiramos plásticos y desechos, devolviendo vida al ecosistema. También capacitamos a la comunidad sobre reciclaje. Mira el video en TikTok y ven a Cajibío. #RíosVivos #NoALaContaminación #MedioAmbiente",14,54
1021,"El agua es vida. En Morales, Ríos Vivos organiza campañas para limpiar ríos y educar sobre la contaminación. Nuestras acciones unen a jóvenes y familias por un Cauca más limpio. Apóyanos en Instagram y únete a nuestra próxima jornada en Patía. #RíosVivos #EcoCauca #AguaLimpia",16,54
1022,"En Piendamó, Ríos Vivos trabaja con comunidades para proteger los ríos. Nuestras limpiezas y talleres gratuitos promueven la conciencia ambiental y la acción colectiva. Cada esfuerzo cuenta para un futuro sostenible. Síguenos en Facebook y participa en Puracé. #RíosVivos #MedioAmbiente #Cauca",14,54
1023,"El sábado pasado, Ríos Vivos lideró una limpieza en Santana de Quilichao, donde 60 voluntarios retiraron toneladas de basura de un río. También realizamos un taller sobre el impacto de los plásticos. Estas acciones salvan ecosistemas. Mira las fotos en Instagram y apóyanos en Guapi. #RíosVivos #AguaLimpia",15,54
1024,"El pasado fin de semana, Ríos Vivos organizó una limpieza masiva en Santander de Quilichao, donde 80 voluntarios retiraron más de 200 kilos of basura, incluyendo plásticos y desechos, de un río local. Además, realizamos un taller educativo para 50 personas sobre cómo reducir la contaminación del agua. Niños, jóvenes y adultos trabajaron juntos, mostrando el poder de la comunidad. En Ríos Vivos, creemos que los ríos limpios son esenciales para la vida. Ver el río más claro fue emocionante. Mira el time-lapse en TikTok y únete a nuestra próxima limpieza en Balboa. #RíosVivos #AguaLimpia #Cauca #NoALaContaminación",19,54
1025,"Ríos Vivos lleva dos años luchando contra la contaminación de ríos en el Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos organizado más de 30 limpiezas y capacitado a 600 personas en prácticas sostenibles. Nuestras campañas reúnen a comunidades para proteger el agua, un recurso vital. Desde recoger basura hasta enseñar sobre reciclaje, cada acción cuenta. Este trabajo fortalece el compromiso ambiental. Apóyanos compartiendo nuestro contenido en Facebook. ¡Próxima parada: Sucre! #RíosVivos #EcoCauca #MedioAmbiente #AguaLimpia",18,54
1026,"En Ríos Vivos, cada río limpio es una victoria. En nuestra reciente visita a Patía, 70 voluntarios limpiaron un río contaminado por plásticos y desechos industriales. Una madre nos contó que ahora sus hijos pueden jugar cerca del agua sin riesgo. También realizamos un taller donde los jóvenes crearon carteles para concienciar sobre la contaminación. Estas acciones no solo limpian ríos, sino que inspiran a las comunidades a cuidar su entorno. Mira los testimonios en Instagram y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #RíosVivos #NoALaContaminación #AguaLimpia #Cauca",20,54
1027,¡Defendamos Popayán! #TierraJusta,6,55
1028,No a la minería en Silvia. #TerritorioVivo,5,55
1029,Taller de resistencia en Totoró. #TierraJusta,7,55
1030,Protejamos Cajibío. #NoExtractivismo,5,55
1031,¡Unidos en Morales! #TierraJusta,6,55
1032,Cuidemos Patía. #DefensaTerritorial,7,55
1033,Tierra libre en Piendamó. #TierraJusta,5,55
1034,"En Tierra Justa, defendemos los territorios de Popayán contra proyectos extractivos. Juntos, protegemos nuestra tierra. ¡Únete! #TierraJusta #NoExtractivismo #Cauca",10,55
1035,¡Salvemos Silvia! Tierra Justa lidera campañas contra la minería que daña nuestros territorios. Apoya la resistencia. #TierraJusta #TerritorioVivo,11,55
1036,"En Totoró, Tierra Justa capacita a comunidades para defender sus tierras. La unión es nuestra fuerza. ¡Súmate! #TierraJusta #DefensaTerritorial",9,55
1037,"Este fin de semana, taller en Morales. Tierra Justa te invita a proteger los territorios del extractivismo. ¡Inscríbete! #TierraJusta #CaucaResiste",10,55
1038,"Tierra Justa lucha por los territorios del Cauca frente al extractivismo. En Popayán, organizamos talleres y campañas para proteger la tierra y los derechos de las comunidades. La resistencia pacífica es nuestra arma. ¡Únete a nuestra próxima acción en Silvia! #TierraJusta #NoExtractivismo #Cauca",15,55
1039,"En Totoró, Tierra Justa reunió a 50 personas para un taller sobre defensa territorial. Enseñamos estrategias legales y comunitarias para frenar la minería. Estas acciones empoderan a las comunidades. Mira el video en TikTok y ven a Cajibío. #TierraJusta #TerritorioVivo #CaucaResiste",14,55
1040,"Nuestra tierra es sagrada. En Morales, Tierra Justa organiza campañas contra proyectos extractivos que amenazan ríos y bosques. Con marchas y talleres, defendemos los derechos de las comunidades. Apóyanos en Instagram y únete a Patía. #TierraJusta #DefensaTerritorial #NoExtractivismo",16,55
1041,"En Piendamó, Tierra Justa trabaja con comunidades para resistir la explotación minera. Nuestros talleres gratuitos enseñan cómo proteger los territorios de forma pacífica. Cada voz cuenta en esta lucha. Síguenos en Facebook y participa en Puracé. #TierraJusta #CaucaResiste #TerritorioVivo",14,55
1042,"El sábado pasado, Tierra Justa lideró una marcha en Santana de Quilichao con 60 personas contra un proyecto minero. También realizamos un taller sobre derechos territoriales. Estas acciones protegen nuestra tierra. Mira las fotos en Instagram y apóyanos en Guapi. #TierraJusta #NoExtractivismo",15,55
1043,"El pasado fin de semana, Tierra Justa organizó una marcha en Santander de Quilichao with 80 personas para rechazar un proyecto minero que amenaza los ríos y bosques. Luego, realizamos un taller donde 50 participantes aprendieron estrategias legales para defender sus territorios. Desde niños hasta líderes indígenas, todos alzaron su voz por la tierra. En Tierra Justa, creemos que la resistencia pacífica protege nuestro futuro. Ver la unión comunitaria fue poderoso. Mira el video en TikTok y únete a nuestra próxima acción en Balboa. #TierraJusta #NoExtractivismo #Cauca #DefensaTerritorial",19,55
1044,"Tierra Justa lleva dos años defendiendo los territorios del Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos capacitado a más de 500 personas en resistencia pacífica y derechos territoriales. Nuestras campañas, desde marchas hasta talleres, han frenado proyectos extractivos que dañan el medio ambiente. Este trabajo protege la tierra y empodera a las comunidades. Apóyanos compartiendo nuestro contenido en Facebook. ¡Próxima parada: Sucre! #TierraJusta #TerritorioVivo #CaucaResiste #NoExtractivismo",18,55
1045,"En Tierra Justa, cada lucha es por la vida. En nuestra reciente visita a Patía, 70 personas participaron en un taller sobre defensa territorial. Una líder comunitaria, María, compartió cómo su comunidad frenó una mina con organización pacífica. Nuestras capacitaciones enseñan tácticas legales y unifican a las comunidades contra el extractivismo. Estas acciones protegen ríos, bosques y culturas. Mira los testimonios en Instagram y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #TierraJusta #DefensaTerritorial #CaucaResiste #NoExtractivismo",20,55
1046,¡Huerto urbano en Popayán! #EcoFeminista,3,56
1047,Mujeres cultivan en Silvia. #HuertoVivo,2,56
1048,Taller de siembra en Totoró. #EcoFeminista,4,56
1049,Alimentos frescos en Cajibío. #MujeresVerdes,2,56
1050,¡Gratis! Curso en Morales. #EcoFeminista,3,56
1051,Huertos de Patía. #CultivoFemenino,4,56
1052,Mujeres siembran en Piendamó. #EcoFeminista,2,56
1053,"En EcoFeminista, mujeres de Popayán gestionan un huerto urbano con amor. Cultivamos alimentos orgánicos y empoderamiento. ¡Únete! #EcoFeminista #HuertoVivo #Cauca",5,56
1054,¡Mujeres de Silvia siembran vida! EcoFeminista crea huertos urbanos sostenibles. Apoya nuestro trabajo verde. #EcoFeminista #MujeresVerdes,6,56
1055,"En Totoró, EcoFeminista enseña a mujeres a cultivar huertos urbanos. Juntas, creamos comida y comunidad. ¡Súmate! #EcoFeminista #CultivoFemenino",4,56
1056,"Este fin de semana, taller de huertos en Morales. EcoFeminista invita a mujeres a sembrar y crecer. ¡Inscríbete! #EcoFeminista #HuertoVivo",5,56
1057,"EcoFeminista empodera a mujeres del Cauca a través de huertos urbanos. En Popayán, cultivamos alimentos orgánicos mientras creamos lazos comunitarios. Nuestros talleres enseñan técnicas sostenibles y fomentan la autonomía. ¡Únete a nuestra próxima siembra en Silvia! #EcoFeminista #HuertoVivo #Cauca",7,56
1058,"En Totoró, EcoFeminista reunió a 30 mujeres para cultivar un huerto urbano. Plantaron lechugas, hierbas y sueños. Estos espacios no solo producen comida, sino que fortalecen la confianza de las mujeres. Mira el video en TikTok y ven a Cajibío. #EcoFeminista #MujeresVerdes #CultivoFemenino",6,56
1059,"La tierra nos une. En Morales, EcoFeminista capacita a mujeres para gestionar huertos urbanos. Desde preparar el suelo hasta cosechar, cada paso es un acto de empoderamiento. Apóyanos en Instagram y únete a nuestra próxima actividad en Patía. #EcoFeminista #HuertoVivo #MujeresVerdes",8,56
1060,"En Piendamó, EcoFeminista crea huertos urbanos liderados por mujeres. Nuestros talleres gratuitos enseñan a cultivar sin químicos, promoviendo la seguridad alimentaria. Cada planta es un símbolo de resistencia. Síguenos en TikTok y participa en Puracé. #EcoFeminista #CultivoFemenino #Cauca",6,56
1061,"El sábado pasado, EcoFeminista organizó una jornada de siembra en Santana de Quilichao. 40 mujeres plantaron un huerto urbano que alimentará a sus familias. También compartimos técnicas de compostaje. Estas acciones crean un Cauca más verde. Mira las fotos en Instagram y apóyanos en Guapi. #EcoFeminista #HuertoVivo",7,56
1062,"El pasado fin de semana, EcoFeminista transformó un terreno en Santander de Quilichao en un huerto urbano liderado por 50 mujeres. Plantaron tomates, albahaca y zanahorias, mientras compartían risas y experiencias. También realizamos un taller sobre compostaje y riego sostenible. Este huerto no solo producirá alimentos, sino que empodera a las mujeres al darles control sobre su comida. En EcoFeminista, creemos que cultivar es resistir. Ver sus sonrisas fue inspirador. Mira el time-lapse en TikTok y únete a nuestra próxima siembra en Balboa. #EcoFeminista #HuertoVivo #Cauca #MujeresVerdes",9,56
1063,"EcoFeminista lleva dos años cultivando huertos urbanos en el Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos capacitado a más de 200 mujeres en agricultura sostenible. Nuestros talleres gratuitos les enseñan a sembrar, cosechar y vender sus productos, promoviendo la autonomía y la seguridad alimentaria. Este trabajo fortalece comunidades y cuida la tierra. Apóyanos compartiendo nuestro contenido en Instagram. ¡Próxima parada: Sucre! #EcoFeminista #CultivoFemenino #Cauca #MujeresVerdes",8,56
1064,"En EcoFeminista, cada semilla es un acto de empoderamiento. En nuestra reciente visita a Patía, 40 mujeres crearon un huerto urbano con cultivos orgánicos. Una participante, Rosa, dijo que ahora siente orgullo de alimentar a su familia. Nuestros talleres también incluyen charlas sobre sostenibilidad y equidad de género, inspirando a las mujeres a liderar. Estos huertos son espacios de vida y resistencia. Mira los testimonios en TikTok y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #EcoFeminista #HuertoVivo #MujeresVerdes #Cauca",10,56
1065,¡Artesanías de Popayán! #ManosDiversas,2,57
1066,Hecho con amor en Silvia. #ArtesaníaViva,1,57
1067,Taller artesanal en Totoró. #ManosDiversas,2,57
1068,Piezas únicas en Cajibío. #Inclusión,1,57
1069,¡Oferta! Artesanías de Morales. #ManosDiversas,2,57
1070,Creatividad en Patía. #ComunidadesVulnerables,1,57
1071,Artesanías de Piendamó. #ManosDiversas,2,57
1072,"En Manos Diversas, comunidades vulnerables de Popayán crean artesanías únicas. Cada pieza cuenta una historia de resiliencia. ¡Cómpralas! #ManosDiversas #ArtesaníaViva #Cauca",3,57
1073,"En Silvia, Manos Diversas apoya a artesanos vulnerables. Nuestras piezas reflejan su talento y lucha. ¡Apoya su trabajo! #ManosDiversas #Inclusión",4,57
1074,"En Totoró, Manos Diversas promueve la artesanía de comunidades vulnerables. Cada compra empodera. ¡Descubre nuestras piezas! #ManosDiversas #ComunidadesVulnerables",3,57
1075,"Este fin de semana, taller artesanal en Morales. Manos Diversas invita a conocer el arte de comunidades vulnerables. ¡Ven! #ManosDiversas #ArtesaníaViva",4,57
1076,"Manos Diversas transforma vidas a través de la artesanía. En Popayán, comunidades vulnerables crean piezas únicas, desde tejidos hasta cerámicas, que reflejan su cultura y resistencia. Cada compra apoya su sustento. ¡Descubre nuestra colección en Instagram y únete a nuestra próxima actividad en Silvia! #ManosDiversas #ArtesaníaViva #Cauca",5,57
1077,"En Totoró, Manos Diversas capacitó a 30 artesanos de comunidades vulnerables en nuevas técnicas de tejido. Sus creaciones, llenas de color, ya están a la venta. Este trabajo les da ingresos y orgullo. Mira las piezas en Instagram y ven a Cajibío. #ManosDiversas #Inclusión #ComunidadesVulnerables",4,57
1078,"El arte une corazones. En Morales, Manos Diversas apoya a comunidades vulnerables para que creen artesanías que cuenten sus historias. Desde collares hasta cestas, cada pieza es un paso hacia la inclusión. Apóyanos en Instagram y únete a nuestra próxima jornada en Patía. #ManosDiversas #ArtesaníaViva",5,57
1079,"En Piendamó, Manos Diversas trabaja con comunidades vulnerables para producir artesanías únicas. Nuestros talleres les dan herramientas para crear y vender, fomentando su autonomía. Cada pieza es un símbolo de esperanza. Síguenos en Instagram y participa en Puracé. #ManosDiversas #Inclusión #Cauca",4,57
1080,"El sábado pasado, Manos Diversas organizó un taller en Santana de Quilichao donde 40 artesanos vulnerables crearon cerámicas y tejidos. Este espacio les permitió compartir sus talentos y sueños. Cada compra apoya su futuro. Mira las fotos en Instagram y apóyanos en Guapi. #ManosDiversas #ArtesaníaViva #ComunidadesVulnerables",5,57
1081,"El pasado fin de semana, Manos Diversas reunió a 50 artesanos de comunidades vulnerables en Santander de Quilichao para un taller de artesanía. Crearon collares, cestas y tejidos con diseños inspirados en la cultura del Cauca. Cada pieza refleja su esfuerzo y creatividad. También compartimos estrategias para vender sus productos, empoderándolos económicamente. En Manos Diversas, creemos que el arte transforma vidas. Ver sus creaciones terminadas fue conmovedor. Mira el video en Instagram y apoya comprando nuestras artesanías. ¡Próximo taller en Balboa! #ManosDiversas #ArtesaníaViva #Cauca #Inclusión",7,57
1082,"Manos Diversas lleva dos años apoyando a comunidades vulnerables en el Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos capacitado a más de 200 artesanos en técnicas de tejido, cerámica y bisutería. Nuestros talleres gratuitos les dan herramientas para generar ingresos y preservar su cultura. Cada artesanía es un testimonio de su resiliencia. Al comprar, apoyas su independencia. Síguenos en Instagram y descubre nuestra nueva colección en Sucre. #ManosDiversas #ComunidadesVulnerables #Cauca #ArtesaníaViva",6,57
1083,"En Manos Diversas, cada artesanía cuenta una historia de superación. En nuestra reciente visita a Patía, trabajamos con 30 artesanos vulnerables que crearon una colección de tejidos y cerámicas. Una madre, Luz, dijo que vender sus piezas le permitió comprar útiles escolares para sus hijos. Nuestros talleres no solo enseñan técnicas, sino que crean lazos de comunidad y esperanza. Estas artesanías ya están disponibles. Mira el detrás de escenas en Instagram y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #ManosDiversas #Inclusión #ArtesaníaViva #Cauca",7,57
1084,¡Mujeres lideran en Popayán! #JuntasDecidimos,3,58
1085,Espacio para mujeres en Silvia. #Igualdad,2,58
1086,Taller ciudadano en Totoró. #JuntasDecidimos,3,58
1087,Alza tu voz en Cajibío. #MujeresLíderes,2,58
1088,¡Gratis! Foro en Morales. #JuntasDecidimos,3,58
1089,Mujeres unidas en Patía. #Participación,2,58
1090,Liderazgo en Piendamó. #JuntasDecidimos,3,58
1091,"En Juntas Decidimos, creamos espacios para que mujeres de Popayán participen y lideren. ¡Tu voz cuenta! Únete a nuestros talleres. #JuntasDecidimos #MujeresLíderes #Cauca",5,58
1092,"¡Mujeres de Silvia, decidan juntas! Juntas Decidimos organiza foros gratuitos para empoderar y unir. Súmate al cambio. #JuntasDecidimos #Igualdad",6,58
1093,"En Totoró, Juntas Decidimos fomenta la participación ciudadana de mujeres. Nuestros talleres fortalecen su liderazgo. ¡Inscríbete! #JuntasDecidimos #Participación",4,58
1094,"Este fin de semana, taller en Morales. Juntas Decidimos invita a mujeres a alzar su voz y liderar. ¡Ven! #JuntasDecidimos #MujeresLíderes",5,58
1095,"Juntas Decidimos empodera a mujeres del Cauca a través de espacios de participación ciudadana. En Popayán, nuestros talleres enseñan liderazgo, derechos y trabajo comunitario, inspirando a mujeres a transformar sus entornos. ¡Únete a nuestra próxima sesión en Silvia! #JuntasDecidimos #MujeresLíderes #Cauca",7,58
1096,"En Totoró, Juntas Decidimos reunió a 40 mujeres para un taller sobre participación cívica. Aprendieron a liderar proyectos y defender sus derechos, fortaleciendo sus comunidades. Mira las fotos en Instagram y ven a Cajibío. #JuntasDecidimos #Igualdad #ParticipaciónFemenina",6,58
1097,"Las mujeres transforman el mundo. En Morales, Juntas Decidimos organiza foros donde las mujeres debaten y crean soluciones para sus comunidades. Estos espacios promueven la igualdad y el liderazgo. Apóyanos en Facebook y únete a Patía. #JuntasDecidimos #MujeresLíderes #Cauca",8,58
1098,"En Piendamó, Juntas Decidimos crea espacios para que mujeres participen activamente en sus comunidades. Nuestros talleres gratuitos las empoderan para liderar con confianza. Cada voz fortalece la equidad. Síguenos en Instagram y participa en Puracé. #JuntasDecidimos #Participación #Igualdad",6,58
1099,"El sábado pasado, Juntas Decidimos organizó un foro en Santana de Quilichao con 50 mujeres. Discutieron temas como equidad y derechos, y planearon acciones comunitarias. Estos espacios cambian el Cauca. Mira los detalles en Facebook y apóyanos en Guapi. #JuntasDecidimos #MujeresLíderes #Participación",7,58
1100,"El pasado fin de semana, Juntas Decidimos reunió a 60 mujeres en Santander de Quilichao para un foro de participación ciudadana. Durante dos días, debatieron sobre equidad, derechos y liderazgo, y diseñaron proyectos para mejorar sus comunidades. Una participante, Clara, propuso una campaña de educación para mujeres. En Juntas Decidimos, creemos que las mujeres son clave para el cambio social. Ver su pasión fue inspirador. Mira el video en Instagram y únete a nuestra próxima sesión en Balboa. ¡Tu voz importa! #JuntasDecidimos #MujeresLíderes #Cauca #ParticipaciónFemenina",9,58
1101,"Juntas Decidimos lleva dos años creando espacios de participación para mujeres en el Cauca. En municipios como Inzá, La Sierra y El Tambo, hemos capacitado a más de 400 mujeres en liderazgo ciudadano y derechos. Nuestros talleres gratuitos las empoderan para alzar su voz y transformar sus comunidades. Este trabajo promueve la igualdad y la justicia social. Apóyanos compartiendo nuestro contenido en Facebook. ¡Próxima parada: Sucre! #JuntasDecidimos #Igualdad #Cauca #MujeresLíderes",8,58
1102,"En Juntas Decidimos, cada encuentro es un paso hacia la equidad. En nuestra reciente visita a Patía, 50 mujeres participaron en un taller sobre participación ciudadana. Una joven, Sofía, compartió su plan para organizar a las mujeres de su barrio. Nuestras dinámicas, desde debates hasta proyectos grupales, las inspiran a liderar. Estas acciones fortalecen la voz femenina en el Cauca. Mira los testimonios en Instagram y apóyanos compartiendo nuestro trabajo. ¡Nos vemos en El Bordo! #JuntasDecidimos #ParticipaciónFemenina #MujeresLíderes #Cauca",9,58
1103,¡Agricultura verde en Popayán! #MujeresDelCampo,4,59
1104,Mujeres siembran en Silvia. #AgroSostenible,3,59
1105,Taller de cultivo en Totoró. #MujeresDelCampo,5,59
1106,Cosechas limpias en Cajibío. #MujeresAgricultoras,3,59
1107,¡Gratis! Curso en Morales. #MujeresDelCampo,4,59
1108,Sostenibilidad en Patía. #CampoVivo,5,59
1109,Mujeres cultivan en Piendamó. #MujeresDelCampo,3,59
1110,"En Mujeres del Campo, apoyamos a agricultoras de Popayán con técnicas sostenibles. Cultivamos un futuro verde. ¡Únete! #MujeresDelCampo #AgroSostenible #Cauca",7,59
1111,¡Mujeres de Silvia siembran con amor! Mujeres del Campo enseña agricultura ecológica. Apoya su esfuerzo. #MujeresDelCampo #MujeresAgricultoras,8,59
1112,"En Totoró, Mujeres del Campo capacita a agricultoras en técnicas sostenibles. Juntas, cuidamos la tierra. ¡Súmate! #MujeresDelCampo #CampoVivo",6,59
1113,"Este fin de semana, taller en Morales. Mujeres del Campo invita a agricultoras a aprender sostenibilidad. ¡Inscríbete! #MujeresDelCampo #AgroSostenible",7,59
1114,"Mujeres del Campo empodera a agricultoras del Cauca con técnicas sostenibles. En Popayán, nuestros talleres enseñan cultivos orgánicos, compostaje y cuidado del suelo, fortaleciendo la seguridad alimentaria. ¡Únete a nuestra próxima sesión en Silvia! #MujeresDelCampo #AgroSostenible #Cauca",9,59
1115,"En Totoró, Mujeres del Campo capacitó a 30 agricultoras en agricultura ecológica. Plantaron cultivos sin químicos y aprendieron a hacer abono natural. Estas acciones cuidan la tierra y dan autonomía. Mira las fotos en Instagram y ven a Cajibío. #MujeresDelCampo #MujeresAgricultoras #CampoVivo",8,59
1116,"La tierra es nuestra aliada. En Morales, Mujeres del Campo enseña a agricultoras a cultivar de forma sostenible. Desde rotación de cultivos hasta riego eficiente, empoderamos a las mujeres para liderar. Apóyanos en Facebook y únete a Patía. #MujeresDelCampo #AgroSostenible #MujeresAgricultoras",10,59
